fid,source_file,park,lat,lon,activity,date,time
"1081",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84659,151.237443,0.89,,
"1082",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852841,151.208214,0.72,,
"1084",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851504,151.229088,0.75,,
"1086",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857714,151.211764,1.05,,
"1088",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856664,151.211355,1.05,,
"1089",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847381,151.236725,0.86,,
"1094",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853092,151.202859,0.68,,
"1097",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855722,151.221731,0.54,,
"1099",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854766,151.215382,1,,
"1100",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859426,151.198748,0.75,,
"1101",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853877,151.216936,0.9,,
"1102",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853441,151.222126,0.5,,
"1103",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853766,151.2163,0.88,,
"1105",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855541,151.212796,1.09,,
"1106",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854956,151.213736,1.01,,
"1107",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851885,151.226476,0.81,,
"1108",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847478,151.236649,0.87,,
"1109",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856499,151.233319,0.49,,
"1113",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854285,151.236587,0.49,,
"1117",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852984,151.222932,0.87,,
"1118",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848814,151.235437,0.85,,
"1120",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850997,151.226417,0.92,,
"1124",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85164,151.224829,0.9,,
"1126",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85853,151.210909,1.26,,
"1130",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854055,151.200668,0.7,,
"1131",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84781,151.237613,1,,
"1132",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85067,151.232779,0.77,,
"1133",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852839,151.223292,0.87,,
"1134",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854136,151.213476,0.93,,
"1138",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850001,151.232261,0.59,,
"1140",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860781,151.198942,0.77,,
"1141",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851185,151.230821,0.82,,
"1143",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851918,151.226436,0.53,,
"1144",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850024,151.229506,0.91,,
"1145",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85298,151.203361,0.68,,
"1148",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859164,151.211164,1.13,,
"1149",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85839,151.211477,1.08,,
"1151",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851934,151.226224,0.82,,
"1152",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85355,151.221661,0.91,,
"1153",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849288,151.233944,0.95,,
"1154",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860581,151.19891,0.77,,
"1157",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854056,151.220596,0.49,,
"1158",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853754,151.215518,0.91,,
"1159",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860573,151.253819,0.43,,
"1160",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855957,151.213425,0.67,,
"1162",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85693,151.213017,0.7,,
"1164",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855184,151.216628,0.59,,
"1166",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850001,151.234044,0.8,,
"1167",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859808,151.198804,0.76,,
"1168",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853956,151.214228,0.9,,
"1169",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.863026,151.199602,0.79,,
"1170",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859072,151.246829,0.45,,
"1171",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85017,151.233775,0.8,,
"1172",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858026,151.21264,0.75,,
"1173",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849724,151.231893,0.91,,
"1175",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.863483,151.199866,0.81,,
"1176",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851307,151.225693,0.9,,
"1178",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851046,151.229214,0.52,,
"1180",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849159,151.23366,0.62,,
"1181",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856732,151.211199,0.98,,
"1182",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849147,151.234435,0.97,,
"1184",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852862,151.204164,0.66,,
"1185",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852809,151.204502,0.65,,
"1186",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855988,151.223001,0.54,,
"1187",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853539,151.231967,0.46,,
"1188",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856327,151.212334,1.09,,
"1190",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854473,151.21713,0.57,,
"1191",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85435,151.216032,0.61,,
"1192",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858529,151.244843,0.46,,
"1193",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849787,151.231366,0.89,,
"1195",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851827,151.226852,0.79,,
"1199",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854336,151.236862,0.5,,
"1201",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854787,151.239359,0.5,,
"1205",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85475,151.214984,1.01,,
"1206",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856238,151.230433,0.48,,
"1208",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854431,151.213763,0.56,,
"1210",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847229,151.238454,1,,
"1212",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850929,151.231935,0.81,,
"1214",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858694,151.211354,1.07,,
"1215",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858366,151.210926,1.27,,
"1218",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851294,151.228329,0.52,,
"1220",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851502,151.2252,0.91,,
"1223",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852863,151.208367,0.72,,
"1224",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854244,151.213115,0.95,,
"1226",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853577,151.221529,0.91,,
"1227",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858185,151.243217,0.46,,
"1232",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85753,151.249474,0.52,,
"1234",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846651,151.239068,0.98,,
"1235",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853992,151.217436,0.89,,
"1236",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858506,151.211245,1.24,,
"1237",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853754,151.215776,0.89,,
"1238",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84966,151.233049,0.59,,
"1241",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.8542,151.217787,0.5,,
"1242",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849832,151.230976,0.91,,
"1243",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853417,151.231111,0.48,,
"1245",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852173,151.225368,0.84,,
"1246",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859432,151.212138,0.84,,
"1250",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853583,151.232253,0.47,,
"1251",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850797,151.229985,0.54,,
"1252",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852744,151.205007,0.66,,
"1253",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851034,151.231579,0.81,,
"1258",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854866,151.218306,0.52,,
"1259",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857698,151.240665,0.47,,
"1261",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853919,151.215565,0.5,,
"1264",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.845905,151.238219,0.88,,
"1266",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855658,151.211236,0.89,,
"1269",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854264,151.219271,1,,
"1270",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848075,151.237206,0.96,,
"1271",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856017,151.21247,1.12,,
"1272",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851774,151.227225,0.77,,
"1273",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854415,151.218657,1,,
"1276",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856418,151.232798,0.5,,
"1277",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849155,151.235099,0.82,,
"1278",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848942,151.235207,0.98,,
"1280",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854989,151.218964,0.56,,
"1281",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856449,151.246267,0.53,,
"1282",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852839,151.223772,0.51,,
"1283",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856223,151.230158,0.48,,
"1284",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846851,151.237202,0.89,,
"1285",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858647,151.198679,0.76,,
"1286",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849733,151.231759,0.91,,
"1287",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849752,151.232868,0.58,,
"1288",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850201,151.228585,0.91,,
"1289",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847023,151.237035,0.89,,
"1290",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.845961,151.233567,0.86,,
"1291",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856909,151.198876,0.71,,
"1292",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855976,151.244624,0.51,,
"1293",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860864,151.255056,0.41,,
"1297",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849361,151.233691,0.95,,
"1299",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857952,151.241945,0.48,,
"1300",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852697,151.20687,0.68,,
"1301",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856246,151.226108,0.52,,
"1303",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858677,151.252125,0.52,,
"1306",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854954,151.211901,0.99,,
"1310",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853206,151.228827,0.52,,
"1311",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.861924,151.199222,0.78,,
"1312",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855301,151.215622,0.68,,
"1313",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857338,151.211083,1.04,,
"1316",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856259,151.230702,0.49,,
"1318",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858854,151.212157,0.84,,
"1319",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855617,151.199347,0.73,,
"1320",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85276,151.207724,0.7,,
"1321",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853687,151.225532,0.5,,
"1322",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855433,151.199441,0.72,,
"1323",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856249,151.225845,0.52,,
"1327",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855488,151.21149,0.99,,
"1328",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855125,151.211749,0.98,,
"1331",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846187,151.23785,0.88,,
"1332",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85703,151.211151,1,,
"1333",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846573,151.239146,0.97,,
"1334",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851713,151.22772,0.74,,
"1335",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858944,151.212309,0.83,,
"1337",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853998,151.214916,0.54,,
"1338",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855257,151.199547,0.72,,
"1339",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850897,151.232055,0.8,,
"1342",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854387,151.216575,0.61,,
"1344",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860522,151.253567,0.43,,
"1345",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854798,151.214221,1,,
"1349",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858888,151.252664,0.51,,
"1350",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856086,151.21252,0.6,,
"1351",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852895,151.208533,0.73,,
"1352",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857652,151.240409,0.47,,
"1353",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855631,151.243258,0.51,,
"1354",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853354,151.202031,0.69,,
"1355",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852216,151.225252,0.82,,
"1356",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851467,151.229329,0.79,,
"1358",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849932,151.234157,0.79,,
"1361",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859265,151.212048,1.11,,
"1362",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856695,151.247076,0.52,,
"1364",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.862845,151.199505,0.78,,
"1367",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854072,151.235363,0.48,,
"1368",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852201,151.223704,0.9,,
"1369",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856766,151.213077,0.7,,
"1370",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854881,151.211094,0.84,,
"1371",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854705,151.214526,0.64,,
"1372",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851538,151.228845,0.76,,
"1373",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856707,151.234571,0.48,,
"1375",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859047,151.212137,0.89,,
"1376",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85276,151.223973,0.5,,
"1377",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850072,151.233935,0.8,,
"1378",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855577,151.211454,0.99,,
"1380",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855117,151.24102,0.51,,
"1381",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851637,151.228224,0.74,,
"1382",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854869,151.213981,1,,
"1383",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852135,151.225491,0.84,,
"1386",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854068,151.217234,0.5,,
"1388",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857966,151.212256,0.71,,
"1392",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855033,151.217581,0.55,,
"1393",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854922,151.199779,0.72,,
"1395",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859116,151.212134,1.11,,
"1396",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853847,151.214867,0.91,,
"1397",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850993,151.229413,0.52,,
"1398",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859169,151.210786,1.38,,
"1399",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853976,151.216736,0.5,,
"1400",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854525,151.219251,0.51,,
"1401",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857895,151.241683,0.48,,
"1402",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858061,151.212246,0.72,,
"1403",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851239,151.228521,0.52,,
"1404",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854701,151.217033,1.02,,
"1406",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849956,151.229907,0.93,,
"1410",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854754,151.215114,1,,
"1413",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854603,151.213508,0.55,,
"1414",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854647,151.21741,1.01,,
"1415",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853966,151.217314,0.89,,
"1418",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854748,151.214722,1.02,,
